code_region;region;annee;code_indicateur;indicateur;code_type_uai;type_d_administration;code_sexe;sexe;code_type_pers;type_de_personnel;etat_des_donnees;valeur
26;Bourgogne;2007;dird;Depense interieure de R&D;2;EPST;;;;;definitif;50.14
74;Limousin;2001;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;1;Chercheurs;definitif;8.2
31;Nord-Pas-de-Calais;2001;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;216.3
31;Nord-Pas-de-Calais;2004;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;1;Chercheurs;definitif;1.0
82;Rhone-Alpes;2005;dird;Depense interieure de R&D;3;EPIC et assimiles;;;;;definitif;376.37
31;Nord-Pas-de-Calais;2005;dird;Depense interieure de R&D;2;EPST;;;;;definitif;65.49
82;Rhone-Alpes;2006;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;1;Chercheurs;definitif;3.0
82;Rhone-Alpes;2009;pers;Effectifs de R&D;2;EPST;1;Hommes;2;Soutien a  la recherche;definitif;1141.42
31;Nord-Pas-de-Calais;2005;pers;Effectifs de R&D;1;Enseignement superieur;2;Femmes;2;Soutien a  la recherche;definitif;8.3
82;Rhone-Alpes;2013;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;2;Soutien a  la recherche;semi-definitif;2372.32
83;Auvergne;2001;dird;Depense interieure de R&D;3;EPIC et assimiles;;;;;definitif;0.33
83;Auvergne;2001;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;2;Soutien a  la recherche;definitif;5.8
83;Auvergne;2002;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;2;Soutien a  la recherche;definitif;28.24
83;Auvergne;2004;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;304.4
83;Auvergne;2004;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;2;Soutien a  la recherche;definitif;6.8
83;Auvergne;2005;dird;Depense interieure de R&D;4;Autres administrations;;;;;definitif;3.06
83;Auvergne;2005;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;1;Chercheurs;definitif;41.9
83;Auvergne;2006;dird;Depense interieure de R&D;3;EPIC et assimiles;;;;;definitif;0.33
83;Auvergne;2007;pers;Effectifs de R&D;1;Enseignement superieur;2;Femmes;2;Soutien a  la recherche;definitif;16.15
83;Auvergne;2007;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;721.6
83;Auvergne;2009;dird;Depense interieure de R&D;1;Enseignement superieur;;;;;definitif;94.45
41;Lorraine;2005;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;1;Chercheurs;definitif;167.0
41;Lorraine;2006;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;2;Soutien a  la recherche;definitif;43.55
91;Languedoc-Roussillon;2002;pers;Effectifs de R&D;2;EPST;2;Femmes;1;Chercheurs;definitif;445.1
91;Languedoc-Roussillon;2005;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;1;Chercheurs;definitif;1.0
91;Languedoc-Roussillon;2006;pers;Effectifs de R&D;1;Enseignement superieur;2;Femmes;2;Soutien a  la recherche;definitif;3.9
41;Lorraine;2008;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;1;Chercheurs;definitif;2.0
91;Languedoc-Roussillon;2008;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;1;Chercheurs;definitif;1.0
91;Languedoc-Roussillon;2009;pers;Effectifs de R&D;1;Enseignement superieur;1;Hommes;2;Soutien a  la recherche;definitif;12.0
91;Languedoc-Roussillon;2009;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;1017.85
91;Languedoc-Roussillon;2012;pers;Effectifs de R&D;2;EPST;2;Femmes;1;Chercheurs;definitif;765.71
91;Languedoc-Roussillon;2013;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;2;Soutien a  la recherche;semi-definitif;933.42
93;Provence-Alpes-Cote d'Azur;2001;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;1;Chercheurs;definitif;1080.0
93;Provence-Alpes-Cote d'Azur;2004;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;2;Soutien a  la recherche;definitif;852.68
93;Provence-Alpes-Cote d'Azur;2005;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;1;Chercheurs;definitif;3.0
93;Provence-Alpes-Cote d'Azur;2006;dird;Depense interieure de R&D;4;Autres administrations;;;;;definitif;16.21
11;Ile-de-France;2001;pers;Effectifs de R&D;1;Enseignement superieur;1;Hommes;1;Chercheurs;definitif;373.8
93;Provence-Alpes-Cote d'Azur;2006;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;1;Chercheurs;definitif;95.52
93;Provence-Alpes-Cote d'Azur;2007;pers;Effectifs de R&D;2;EPST;2;Femmes;1;Chercheurs;definitif;878.06
25;Basse-Normandie;2011;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;1;Chercheurs;definitif;85.4
26;Bourgogne;2001;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;1;Chercheurs;definitif;21.2
98;Non ventile;2008;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;2;Soutien a  la recherche;definitif;0.75
98;Non ventile;2010;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;2;Soutien a  la recherche;definitif;685.1
98;Non ventile;2013;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;2;Soutien a  la recherche;semi-definitif;868.42
99;a‰tranger;2012;pers;Effectifs de R&D;1;Enseignement superieur;2;Femmes;1;Chercheurs;definitif;1.05
73;Midi-Pyrenees;2004;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;1;Chercheurs;definitif;42.6
73;Midi-Pyrenees;2006;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;2;Soutien a  la recherche;definitif;0.9500000000000001
73;Midi-Pyrenees;2006;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;1;Chercheurs;definitif;143.8
73;Midi-Pyrenees;2012;pers;Effectifs de R&D;1;Enseignement superieur;1;Hommes;2;Soutien a  la recherche;definitif;96.53
73;Midi-Pyrenees;2013;dird;Depense interieure de R&D;3;EPIC et assimiles;;;;;semi-definitif;425.18
74;Limousin;2001;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;3.8
74;Limousin;2005;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;427.29
74;Limousin;2012;dird;Depense interieure de R&D;1;Enseignement superieur;;;;;definitif;61.49
82;Rhone-Alpes;2001;dird;Depense interieure de R&D;2;EPST;;;;;definitif;358.22
82;Rhone-Alpes;2005;dird;Depense interieure de R&D;1;Enseignement superieur;;;;;definitif;508.22
82;Rhone-Alpes;2005;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;1;Chercheurs;definitif;229.19
31;Nord-Pas-de-Calais;2005;dird;Depense interieure de R&D;3;EPIC et assimiles;;;;;definitif;13.82
82;Rhone-Alpes;2009;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;2;Soutien a  la recherche;definitif;120.48
82;Rhone-Alpes;2011;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;2;Soutien a  la recherche;definitif;402.21
31;Nord-Pas-de-Calais;2006;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;2;Soutien a  la recherche;definitif;979.15
83;Auvergne;2002;dird;Depense interieure de R&D;2;EPST;;;;;definitif;53.64
31;Nord-Pas-de-Calais;2006;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;1;Chercheurs;definitif;60.7
31;Nord-Pas-de-Calais;2007;pers;Effectifs de R&D;1;Enseignement superieur;1;Hommes;2;Soutien a  la recherche;definitif;11.5
31;Nord-Pas-de-Calais;2007;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;1;Chercheurs;definitif;12.49
31;Nord-Pas-de-Calais;2008;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;1;Chercheurs;definitif;46.56
83;Auvergne;2009;pers;Effectifs de R&D;1;Enseignement superieur;1;Hommes;2;Soutien a  la recherche;definitif;2.5
83;Auvergne;2009;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;2;Soutien a  la recherche;definitif;373.0
83;Auvergne;2011;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;1024.11
83;Auvergne;2013;pers;Effectifs de R&D;2;EPST;2;Femmes;1;Chercheurs;semi-definitif;197.66
41;Lorraine;2006;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;1;Chercheurs;definitif;40.06
91;Languedoc-Roussillon;2007;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;2;Soutien a  la recherche;definitif;792.1
41;Lorraine;2009;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;2;Soutien a  la recherche;definitif;35.95
42;Alsace;2003;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;1635.91
42;Alsace;2003;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;1;Chercheurs;definitif;6.0
11;Ile-de-France;2001;dird;Depense interieure de R&D;2;EPST;;;;;definitif;1448.68
93;Provence-Alpes-Cote d'Azur;2006;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;1277.63
93;Provence-Alpes-Cote d'Azur;2006;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;1;Chercheurs;definitif;34.45
11;Ile-de-France;2001;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;2;Soutien a  la recherche;definitif;2047.3
11;Ile-de-France;2003;pers;Effectifs de R&D;2;EPST;1;Hommes;1;Chercheurs;definitif;6136.5
11;Ile-de-France;2005;pers;Effectifs de R&D;2;EPST;1;Hommes;2;Soutien a  la recherche;definitif;3755.93
11;Ile-de-France;2007;dird;Depense interieure de R&D;2;EPST;;;;;definitif;2263.19
11;Ile-de-France;2009;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;1;Chercheurs;definitif;3992.68
11;Ile-de-France;2009;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;2;Soutien a  la recherche;definitif;50.29
21;Champagne-Ardenne;2010;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;2;Soutien a  la recherche;definitif;317.64
21;Champagne-Ardenne;2012;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;1;Chercheurs;definitif;13.7
22;Picardie;2002;dird;Depense interieure de R&D;2;EPST;;;;;definitif;7.6
22;Picardie;2003;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;2;Soutien a  la recherche;definitif;13.0
22;Picardie;2003;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;1;Chercheurs;definitif;12.86
22;Picardie;2004;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;2;Soutien a  la recherche;definitif;3.0
22;Picardie;2007;pers;Effectifs de R&D;2;EPST;1;Hommes;1;Chercheurs;definitif;52.0
22;Picardie;2007;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;2;Soutien a  la recherche;definitif;15.52
22;Picardie;2009;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;2;Soutien a  la recherche;definitif;13.0
22;Picardie;2012;dird;Depense interieure de R&D;1;Enseignement superieur;;;;;definitif;86.23
22;Picardie;2012;pers;Effectifs de R&D;1;Enseignement superieur;1;Hommes;2;Soutien a  la recherche;definitif;7.18
22;Picardie;2012;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;2;Soutien a  la recherche;definitif;24.0
22;Picardie;2013;dird;Depense interieure de R&D;2;EPST;;;;;semi-definitif;17.51
22;Picardie;2013;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;2;Soutien a  la recherche;semi-definitif;275.05
22;Picardie;2013;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;2;Soutien a  la recherche;semi-definitif;20.1
23;Haute-Normandie;2004;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;1;Chercheurs;definitif;1.0
23;Haute-Normandie;2004;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;1;Chercheurs;definitif;19.67
23;Haute-Normandie;2004;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;2;Soutien a  la recherche;definitif;29.3
23;Haute-Normandie;2007;dird;Depense interieure de R&D;2;EPST;;;;;definitif;12.93
23;Haute-Normandie;2007;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;1;Chercheurs;definitif;1.0
1;Guadeloupe;2010;pers;Effectifs de R&D;2;EPST;1;Hommes;1;Chercheurs;definitif;25.0
1;Guadeloupe;2012;dird;Depense interieure de R&D;1;Enseignement superieur;;;;;definitif;37.2
1;Guadeloupe;2012;pers;Effectifs de R&D;2;EPST;1;Hommes;1;Chercheurs;definitif;25.0
1;Guadeloupe;2013;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;semi-definitif;72.02
2;Martinique;2012;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;2;Soutien a  la recherche;definitif;9.5
2;Martinique;2013;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;1;Chercheurs;semi-definitif;12.8
2;Martinique;2013;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;2;Soutien a  la recherche;semi-definitif;22.19
3;Guyane;2011;pers;Effectifs de R&D;1;Enseignement superieur;2;Femmes;1;Chercheurs;definitif;0.6000000000000001
3;Guyane;2012;pers;Effectifs de R&D;2;EPST;1;Hommes;2;Soutien a  la recherche;definitif;37.38
4;La Reunion;2013;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;2;Soutien a  la recherche;semi-definitif;75.22
7;Regions d'outre-mer;2002;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;419.7
7;Regions d'outre-mer;2002;pers;Effectifs de R&D;2;EPST;2;Femmes;1;Chercheurs;definitif;24.0
7;Regions d'outre-mer;2002;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;1;Chercheurs;definitif;99.8
7;Regions d'outre-mer;2003;pers;Effectifs de R&D;2;EPST;1;Hommes;2;Soutien a  la recherche;definitif;233.0
7;Regions d'outre-mer;2004;dird;Depense interieure de R&D;1;Enseignement superieur;;;;;definitif;65.94
7;Regions d'outre-mer;2004;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;1;Chercheurs;definitif;4.0
7;Regions d'outre-mer;2004;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;2;Soutien a  la recherche;definitif;9.0
7;Regions d'outre-mer;2005;dird;Depense interieure de R&D;3;EPIC et assimiles;;;;;definitif;169.69
7;Regions d'outre-mer;2005;pers;Effectifs de R&D;2;EPST;2;Femmes;1;Chercheurs;definitif;31.0
7;Regions d'outre-mer;2005;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;1;Chercheurs;definitif;1.0
7;Regions d'outre-mer;2006;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;2;Soutien a  la recherche;definitif;304.1
7;Regions d'outre-mer;2006;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;1;Chercheurs;definitif;3.0
7;Regions d'outre-mer;2006;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;1;Chercheurs;definitif;3.37
7;Regions d'outre-mer;2007;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;1;Chercheurs;definitif;4.0
7;Regions d'outre-mer;2008;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;1;Chercheurs;definitif;430.68
7;Regions d'outre-mer;2010;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;2;Soutien a  la recherche;definitif;252.07
7;Regions d'outre-mer;2010;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;2;Soutien a  la recherche;definitif;15.18
7;Regions d'outre-mer;2010;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;2;Soutien a  la recherche;definitif;2.0
11;Ile-de-France;2008;pers;Effectifs de R&D;2;EPST;1;Hommes;2;Soutien a  la recherche;definitif;3874.96
21;Champagne-Ardenne;2002;dird;Depense interieure de R&D;4;Autres administrations;;;;;definitif;0.46
21;Champagne-Ardenne;2005;dird;Depense interieure de R&D;2;EPST;;;;;definitif;4.03
21;Champagne-Ardenne;2005;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;2;Soutien a  la recherche;definitif;235.67
21;Champagne-Ardenne;2006;dird;Depense interieure de R&D;1;Enseignement superieur;;;;;definitif;53.98
21;Champagne-Ardenne;2008;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;1;Chercheurs;definitif;2.0
23;Haute-Normandie;2003;dird;Depense interieure de R&D;2;EPST;;;;;definitif;12.11
23;Haute-Normandie;2003;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;2;Soutien a  la recherche;definitif;13.0
23;Haute-Normandie;2006;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;1;Chercheurs;definitif;2.0
31;Nord-Pas-de-Calais;2010;pers;Effectifs de R&D;2;EPST;1;Hommes;1;Chercheurs;definitif;477.89
31;Nord-Pas-de-Calais;2011;dird;Depense interieure de R&D;1;Enseignement superieur;;;;;definitif;308.92
31;Nord-Pas-de-Calais;2012;dird;Depense interieure de R&D;1;Enseignement superieur;;;;;definitif;312.67
31;Nord-Pas-de-Calais;2012;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;2;Soutien a  la recherche;definitif;1216.83
31;Nord-Pas-de-Calais;2013;dird;Depense interieure de R&D;2;EPST;;;;;semi-definitif;144.85
41;Lorraine;2001;dird;Depense interieure de R&D;4;Autres administrations;;;;;definitif;15.58
41;Lorraine;2007;pers;Effectifs de R&D;2;EPST;1;Hommes;2;Soutien a  la recherche;definitif;374.3
41;Lorraine;2007;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;460.05
41;Lorraine;2012;dird;Depense interieure de R&D;1;Enseignement superieur;;;;;definitif;209.67
42;Alsace;2006;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;1231.27
42;Alsace;2007;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;1251.1
24;Centre;2005;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;2;Soutien a  la recherche;definitif;20.5
24;Centre;2008;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;1;Chercheurs;definitif;2.0
24;Centre;2010;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;1072.93
24;Centre;2011;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;2;Soutien a  la recherche;definitif;68.5
25;Basse-Normandie;2005;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;2;Soutien a  la recherche;definitif;5.9
25;Basse-Normandie;2007;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;1;Chercheurs;definitif;3.0
25;Basse-Normandie;2008;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;1;Chercheurs;definitif;12.66
23;Haute-Normandie;2010;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;2;Soutien a  la recherche;definitif;0.85
23;Haute-Normandie;2012;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;1;Chercheurs;definitif;9.68
23;Haute-Normandie;2012;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;2;Soutien a  la recherche;definitif;0.96
24;Centre;2001;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;1;Chercheurs;definitif;47.0
24;Centre;2001;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;2;Soutien a  la recherche;definitif;73.0
24;Centre;2001;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;1;Chercheurs;definitif;1.0
24;Centre;2001;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;2;Soutien a  la recherche;definitif;7.0
24;Centre;2002;pers;Effectifs de R&D;2;EPST;1;Hommes;2;Soutien a  la recherche;definitif;530.0
24;Centre;2002;pers;Effectifs de R&D;2;EPST;2;Femmes;1;Chercheurs;definitif;222.7
24;Centre;2010;dird;Depense interieure de R&D;1;Enseignement superieur;;;;;definitif;121.88
24;Centre;2012;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;1114.15
24;Centre;2013;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;2;Soutien a  la recherche;semi-definitif;85.3
25;Basse-Normandie;2002;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;710.88
25;Basse-Normandie;2002;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;2;Soutien a  la recherche;definitif;17.71
25;Basse-Normandie;2005;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;1;Chercheurs;definitif;26.91
25;Basse-Normandie;2008;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;2;Soutien a  la recherche;definitif;8.51
25;Basse-Normandie;2010;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;1;Chercheurs;definitif;29.91
42;Alsace;2011;dird;Depense interieure de R&D;2;EPST;;;;;definitif;157.37
42;Alsace;2012;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;525.35
43;Franche-Comte;2001;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;2;Soutien a  la recherche;definitif;2.5
43;Franche-Comte;2009;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;2;Soutien a  la recherche;definitif;306.3
43;Franche-Comte;2010;dird;Depense interieure de R&D;2;EPST;;;;;definitif;16.45
43;Franche-Comte;2011;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;806.45
52;Pays de la Loire;2001;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;1;Chercheurs;definitif;62.33
52;Pays de la Loire;2001;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;2;Soutien a  la recherche;definitif;30.8
52;Pays de la Loire;2002;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;1803.62
52;Pays de la Loire;2002;pers;Effectifs de R&D;2;EPST;1;Hommes;1;Chercheurs;definitif;354.7
52;Pays de la Loire;2002;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;2;Soutien a  la recherche;definitif;1.3900000000000001
52;Pays de la Loire;2006;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;1;Chercheurs;definitif;2.0
52;Pays de la Loire;2007;pers;Effectifs de R&D;1;Enseignement superieur;1;Hommes;1;Chercheurs;definitif;234.75
52;Pays de la Loire;2007;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;1;Chercheurs;definitif;34.8
52;Pays de la Loire;2009;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;456.89
52;Pays de la Loire;2010;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;498.96
52;Pays de la Loire;2011;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;1913.87
52;Pays de la Loire;2011;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;480.0
53;Bretagne;2001;pers;Effectifs de R&D;1;Enseignement superieur;1;Hommes;1;Chercheurs;definitif;6.2
53;Bretagne;2002;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;2;Soutien a  la recherche;definitif;35.4
53;Bretagne;2003;dird;Depense interieure de R&D;2;EPST;;;;;definitif;108.58
53;Bretagne;2003;pers;Effectifs de R&D;2;EPST;1;Hommes;2;Soutien a  la recherche;definitif;426.6
53;Bretagne;2004;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;2;Soutien a  la recherche;definitif;868.48
53;Bretagne;2008;dird;Depense interieure de R&D;3;EPIC et assimiles;;;;;definitif;109.58
53;Bretagne;2009;dird;Depense interieure de R&D;2;EPST;;;;;definitif;144.8
53;Bretagne;2009;pers;Effectifs de R&D;2;EPST;2;Femmes;1;Chercheurs;definitif;358.46
53;Bretagne;2009;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;2;Soutien a  la recherche;definitif;217.32
53;Bretagne;2009;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;1;Chercheurs;definitif;149.55
53;Bretagne;2011;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;2;Soutien a  la recherche;definitif;12.65
53;Bretagne;2013;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;semi-definitif;2305.24
54;Poitou-Charentes;2003;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;2;Soutien a  la recherche;definitif;12.4
54;Poitou-Charentes;2004;dird;Depense interieure de R&D;4;Autres administrations;;;;;definitif;1.45
54;Poitou-Charentes;2006;dird;Depense interieure de R&D;3;EPIC et assimiles;;;;;definitif;7.33
54;Poitou-Charentes;2008;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;1;Chercheurs;definitif;2.0
54;Poitou-Charentes;2008;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;2;Soutien a  la recherche;definitif;12.08
54;Poitou-Charentes;2009;dird;Depense interieure de R&D;1;Enseignement superieur;;;;;definitif;108.48
54;Poitou-Charentes;2011;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;1;Chercheurs;definitif;1.33
54;Poitou-Charentes;2012;dird;Depense interieure de R&D;1;Enseignement superieur;;;;;definitif;123.48
54;Poitou-Charentes;2012;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;2;Soutien a  la recherche;definitif;19.56
72;Aquitaine;2002;dird;Depense interieure de R&D;2;EPST;;;;;definitif;126.31
72;Aquitaine;2002;dird;Depense interieure de R&D;3;EPIC et assimiles;;;;;definitif;7.0
72;Aquitaine;2002;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;2020.53
72;Aquitaine;2002;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;2;Soutien a  la recherche;definitif;7.32
72;Aquitaine;2003;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;2;Soutien a  la recherche;definitif;1.9100000000000001
72;Aquitaine;2003;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;1;Chercheurs;definitif;73.72
72;Aquitaine;2007;dird;Depense interieure de R&D;3;EPIC et assimiles;;;;;definitif;3.76
72;Aquitaine;2007;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;2;Soutien a  la recherche;definitif;1.5
72;Aquitaine;2010;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;2164.85
72;Aquitaine;2010;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;692.5
72;Aquitaine;2010;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;1;Chercheurs;definitif;17.3
72;Aquitaine;2011;pers;Effectifs de R&D;1;Enseignement superieur;1;Hommes;1;Chercheurs;definitif;0.54
72;Aquitaine;2012;pers;Effectifs de R&D;1;Enseignement superieur;1;Hommes;2;Soutien a  la recherche;definitif;2.05
73;Midi-Pyrenees;2002;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;2;Soutien a  la recherche;definitif;50.99
73;Midi-Pyrenees;2005;pers;Effectifs de R&D;1;Enseignement superieur;1;Hommes;1;Chercheurs;definitif;10.5
73;Midi-Pyrenees;2006;pers;Effectifs de R&D;2;EPST;2;Femmes;1;Chercheurs;definitif;595.2
